Ability Name,Stad,GS,C,Stad2,RS,E,Colo,XD,FRLG,DP,Pt,HGSS,PBR,BW,B2W2,XY,ORAS,SM,USUM,PE,SwSh
ice_ball,,,,,0,0,2,2,1,3,3,3,3,4,4,4,4,5,5,5,6
needle_arm,,,,,0,0,0,0,1,2,2,2,2,2,2,3,3,3,3,3,4
slack_off,,,,,0,0,0,0,1,2,2,2,2,2,2,3,3,3,3,3,3
hyper_voice,,,,,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
poison_fang,,,,,0,0,2,2,1,3,3,3,3,4,4,5,5,5,5,5,5
crush_claw,,,,,0,0,2,2,1,3,3,3,3,4,4,5,5,5,5,5,6
blast_burn,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,4
hydro_cannon,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,5,5,5,5
meteor_mash,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,4
astonish,,,,,0,0,2,2,1,3,3,3,3,4,4,5,5,5,5,5,5
weather_ball,,,,,0,0,0,0,1,2,2,2,2,2,2,2,2,3,3,3,3
aromatherapy,,,,,0,0,0,0,1,2,2,2,2,2,2,3,3,3,3,3,3
fake_tears,,,,,0,0,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4
air_cutter,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,5
overheat,,,,,0,0,2,2,1,3,3,3,3,4,4,5,5,5,5,5,5
odor_sleuth,,,,,0,0,2,2,1,3,3,3,3,4,4,5,5,6,6,6,7
rock_tomb,,,,,0,0,2,2,1,3,3,3,3,4,4,5,5,5,5,5,5
silver_wind,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,5,5,5,6
metal_sound,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,4
grass_whistle,,,,,0,0,2,2,1,3,3,3,3,4,4,4,4,4,4,4,5
tickle,,,,,0,0,2,2,1,3,3,3,3,4,4,4,4,4,4,4,4
cosmic_power,,,,,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
water_spout,,,,,0,0,2,2,1,3,3,3,3,4,4,5,5,5,5,5,5
signal_beam,,,,,0,0,2,2,1,3,3,3,3,3,3,4,4,4,4,4,5
shadow_punch,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,4
extrasensory,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,4
sky_uppercut,,,,,0,0,0,0,1,2,2,2,2,3,3,3,3,3,3,3,4
sand_tomb,,,,,0,0,1,1,2,3,3,3,3,4,4,4,4,4,4,4,4
sheer_cold,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,5,5,5,5
muddy_water,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,5
bullet_seed,,,,,0,0,2,2,1,3,3,3,4,5,5,6,6,6,6,6,6
aerial_ace,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,4
icicle_spear,,,,,0,0,2,2,1,3,3,3,3,4,4,5,5,5,5,5,5
iron_defense,,,,,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
block,,,,,0,0,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3
howl,,,,,0,0,0,0,1,2,2,2,2,2,2,3,3,3,3,3,4
dragon_claw,,,,,0,0,2,2,1,3,3,3,3,4,4,4,4,5,5,5,5
frenzy_plant,,,,,0,0,0,0,1,2,2,2,2,3,3,3,3,3,3,3,4
bulk_up,,,,,0,0,0,2,1,3,3,3,3,3,3,4,4,4,4,4,4
bounce,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,4
mud_shot,,,,,0,0,2,2,1,3,3,3,3,4,4,5,5,5,5,5,5
poison_tail,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,4
covet,,,,,0,0,2,2,1,3,3,3,3,4,4,4,4,4,4,4,4
volt_tackle,,,,,0,0,2,2,1,3,3,3,3,4,4,5,5,6,6,6,7
magical_leaf,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,4
water_sport,,,,,0,0,0,0,1,2,2,2,2,2,2,3,3,4,4,4,5
calm_mind,,,,,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2
leaf_blade,,,,,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2
dragon_dance,,,,,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,3
rock_blast,,,,,0,0,2,2,1,3,3,3,3,4,4,5,5,5,5,5,5
shock_wave,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,4
water_pulse,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,4
doom_desire,,,,,0,0,0,0,1,2,2,2,2,3,3,3,3,3,3,3,4
psycho_boost,,,,,0,0,0,0,1,2,2,2,2,3,3,4,4,4,4,4,5
roost,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
gravity,,,,,,,,,,0,0,0,0,1,1,1,1,2,2,2,3
miracle_eye,,,,,,,,,,0,1,1,1,2,2,3,3,3,3,3,4
wake_up_slap,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,3
hammer_arm,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,1
gyro_ball,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
healing_wish,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1
brine,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
natural_gift,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,2
feint,,,,,,,,,,0,0,0,0,1,1,2,2,3,3,3,3
pluck,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
tailwind,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,3
acupressure,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1
metal_burst,,,,,,,,,,0,0,0,0,1,1,1,2,3,3,3,3
u_turn,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
close_combat,,,,,,,,,,0,0,1,0,2,2,3,3,3,3,3,3
payback,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
assurance,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
embargo,,,,,,,,,,0,0,0,1,2,2,3,3,4,4,4,5
fling,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
psycho_shift,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1
trump_card,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,3
heal_block,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,2
wring_out,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,3
power_trick,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,1,1
gastro_acid,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
lucky_chant,,,,,,,,,,0,0,0,0,1,1,1,1,2,2,2,3
me_first,,,,,,,,,,0,0,0,0,1,1,2,2,3,3,3,4
copycat,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
power_swap,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
guard_swap,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
punishment,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,3
last_resort,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
worry_seed,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
sucker_punch,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
toxic_spikes,,,,,,,,,,0,0,0,0,1,1,2,2,3,3,3,3
heart_swap,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,2
aqua_ring,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1
magnet_rise,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
flare_blitz,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,3
force_palm,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
aura_sphere,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
rock_polish,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,2
poison_jab,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,3
dark_pulse,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1
night_slash,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
aqua_tail,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
seed_bomb,,,,,,,,,,0,0,0,0,1,1,2,2,3,3,3,3
air_slash,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1
x_scissor,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
bug_buzz,,,,,,,,,,0,0,0,0,1,1,2,2,3,3,3,3
dragon_pulse,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
dragon_rush,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
power_gem,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
drain_punch,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
vacuum_wave,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
focus_blast,,,,,,,,,,0,0,0,0,0,0,1,1,2,2,2,2
energy_ball,,,,,,,,,,0,0,0,0,1,1,2,2,3,3,3,3
brave_bird,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,1
earth_power,,,,,,,,,,0,0,0,0,1,1,2,2,3,3,3,3
switcheroo,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
giga_impact,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
nasty_plot,,,,,,,,,,0,0,0,0,0,0,1,1,2,2,2,2
bullet_punch,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
avalanche,,,,,,,,,,0,0,0,0,1,1,1,1,2,2,2,2
ice_shard,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
shadow_claw,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
thunder_fang,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
ice_fang,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
fire_fang,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
shadow_sneak,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
mud_bomb,,,,,,,,,,0,0,0,0,0,0,1,1,1,1,1,2
psycho_cut,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
zen_headbutt,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
mirror_shot,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,3
flash_cannon,,,,,,,,,,0,0,0,0,1,1,2,2,3,3,3,3
rock_climb,,,,,,,,,,0,0,0,1,2,2,3,3,3,3,3,4
defog,,,,,,,,,,0,0,1,0,2,2,3,3,3,3,3,3
trick_room,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
draco_meteor,,,,,,,,,,0,0,0,0,1,1,2,2,3,3,3,3
discharge,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
lava_plume,,,,,,,,,,0,0,0,0,1,1,2,2,3,3,3,3
leaf_storm,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
power_whip,,,,,,,,,,0,0,0,0,1,1,1,1,2,2,2,2
rock_wrecker,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
cross_poison,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
gunk_shot,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
iron_head,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
magnet_bomb,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,3
stone_edge,,,,,,,,,,0,0,0,0,1,1,2,2,3,3,3,3
captivate,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,3
stealth_rock,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
grass_knot,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
chatter,,,,,,,,,,0,0,0,1,2,2,3,4,4,4,4,4
judgment,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
bug_bite,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
charge_beam,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,2
wood_hammer,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
aqua_jet,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
attack_order,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
defend_order,,,,,,,,,,0,1,1,0,1,1,1,1,1,1,1,1
heal_order,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
head_smash,,,,,,,,,,0,0,1,0,2,2,3,3,3,3,3,3
double_hit,,,,,,,,,,0,0,1,0,2,2,3,3,3,3,3,3
roar_of_time,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
spacial_rend,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
lunar_dance,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0
crush_grip,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,2
magma_storm,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
dark_void,,,,,,,,,,0,0,0,0,1,1,1,1,1,1,1,1
seed_flare,,,,,,,,,,0,0,0,0,1,1,2,2,3,3,3,3
ominous_wind,,,,,,,,,,0,0,0,0,1,1,2,2,2,2,2,3
shadow_force,,,,,,,,,,0,0,1,0,2,2,3,3,3,3,3,3
hone_claws,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
wide_guard,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
guard_split,,,,,,,,,,,,,,0,0,1,1,2,2,2,2
power_split,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
wonder_room,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
psyshock,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
venoshock,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
autotomize,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
rage_powder,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
telekinesis,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
magic_room,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
smack_down,,,,,,,,,,,,,,0,0,1,1,1,1,1,2
storm_throw,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
flame_burst,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
sludge_wave,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
quiver_dance,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
heavy_slam,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
synchronoise,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
electro_ball,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
soak,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
flame_charge,,,,,,,,,,,,,,0,0,1,1,1,1,1,2
coil,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
low_sweep,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
acid_spray,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
foul_play,,,,,,,,,,,,,,0,0,1,1,1,1,1,2
simple_beam,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
entrainment,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
after_you,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
round,,,,,,,,,,,,,,0,0,0,0,1,1,1,1
echoed_voice,,,,,,,,,,,,,,0,0,0,0,1,1,1,1
chip_away,,,,,,,,,,,,,,0,0,1,1,1,1,1,2
clear_smog,,,,,,,,,,,,,,0,0,1,1,1,1,1,2
stored_power,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
quick_guard,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
ally_switch,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
scald,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
shell_smash,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
heal_pulse,,,,,,,,,,,,,,0,0,0,0,1,1,1,1
hex,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
sky_drop,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
shift_gear,,,,,,,,,,,,,,0,0,0,0,1,1,1,1
circle_throw,,,,,,,,,,,,,,0,1,2,2,2,2,2,2
incinerate,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
quash,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
acrobatics,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
reflect_type,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
retaliate,,,,,,,,,,,,,,0,0,1,1,2,2,2,2
final_gambit,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
bestow,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
inferno,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
water_pledge,,,,,,,,,,,,,,0,0,0,0,1,1,1,2
fire_pledge,,,,,,,,,,,,,,0,0,1,1,2,2,2,2
grass_pledge,,,,,,,,,,,,,,0,0,1,1,2,2,2,2
volt_switch,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
struggle_bug,,,,,,,,,,,,,,0,1,2,2,2,2,2,3
bulldoze,,,,,,,,,,,,,,0,0,1,1,1,1,1,2
frost_breath,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
dragon_tail,,,,,,,,,,,,,,0,1,2,2,2,2,2,2
work_up,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
electroweb,,,,,,,,,,,,,,0,0,1,1,2,2,2,3
wild_charge,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
drill_run,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
dual_chop,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
heart_stamp,,,,,,,,,,,,,,0,0,1,1,1,1,1,2
horn_leech,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
sacred_sword,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
razor_shell,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
heat_crash,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
leaf_tornado,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
steamroller,,,,,,,,,,,,,,0,0,0,0,1,1,1,2
cotton_guard,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
night_daze,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
psystrike,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
tail_slap,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
hurricane,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
head_charge,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
gear_grind,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
searing_shot,,,,,,,,,,,,,,0,0,1,1,2,2,2,2
techno_blast,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
relic_song,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
secret_sword,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
glaciate,,,,,,,,,,,,,,0,0,1,1,1,1,1,2
bolt_strike,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
blue_flare,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
fiery_dance,,,,,,,,,,,,,,0,0,1,1,1,1,1,2
freeze_shock,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
ice_burn,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
snarl,,,,,,,,,,,,,,0,0,1,1,1,1,1,2
icicle_crash,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
v_create,,,,,,,,,,,,,,0,0,1,1,1,1,1,1
fusion_flare,,,,,,,,,,,,,,0,0,1,1,2,2,2,2
fusion_bolt,,,,,,,,,,,,,,0,0,1,1,2,2,2,2
flying_press,,,,,,,,,,,,,,,,0,0,0,0,0,0
mat_block,,,,,,,,,,,,,,,,0,0,0,0,0,0
belch,,,,,,,,,,,,,,,,0,0,1,1,1,1
rototiller,,,,,,,,,,,,,,,,0,0,0,0,0,1
sticky_web,,,,,,,,,,,,,,,,0,0,0,0,0,1
fell_stinger,,,,,,,,,,,,,,,,0,0,1,1,1,1
phantom_force,,,,,,,,,,,,,,,,0,0,0,0,0,0
trick_or_treat,,,,,,,,,,,,,,,,0,0,0,0,0,0
noble_roar,,,,,,,,,,,,,,,,0,0,0,0,0,0
ion_deluge,,,,,,,,,,,,,,,,0,0,0,0,0,1
parabolic_charge,,,,,,,,,,,,,,,,0,0,0,0,0,0
forests_curse,,,,,,,,,,,,,,,,0,0,1,1,1,1
petal_blizzard,,,,,,,,,,,,,,,,0,0,0,0,0,0
freeze_dry,,,,,,,,,,,,,,,,0,0,0,0,0,0
disarming_voice,,,,,,,,,,,,,,,,0,0,0,0,0,0
parting_shot,,,,,,,,,,,,,,,,0,0,0,0,0,0
topsy_turvy,,,,,,,,,,,,,,,,0,0,0,0,0,0
draining_kiss,,,,,,,,,,,,,,,,0,0,1,1,1,1
crafty_shield,,,,,,,,,,,,,,,,0,0,0,0,0,0
flower_shield,,,,,,,,,,,,,,,,0,0,0,0,0,1
grassy_terrain,,,,,,,,,,,,,,,,0,0,1,1,1,1
misty_terrain,,,,,,,,,,,,,,,,0,0,1,1,1,1
electrify,,,,,,,,,,,,,,,,0,0,0,0,0,0
play_rough,,,,,,,,,,,,,,,,0,0,0,0,0,0
fairy_wind,,,,,,,,,,,,,,,,0,0,0,0,0,0
moonblast,,,,,,,,,,,,,,,,0,0,0,0,0,0
boomburst,,,,,,,,,,,,,,,,0,0,0,0,0,0
fairy_lock,,,,,,,,,,,,,,,,0,0,0,0,0,0
kings_shield,,,,,,,,,,,,,,,,0,0,0,0,0,1
play_nice,,,,,,,,,,,,,,,,0,0,0,0,0,0
confide,,,,,,,,,,,,,,,,0,0,0,0,0,0
diamond_storm,,,,,,,,,,,,,,,,0,0,1,1,1,1
steam_eruption,,,,,,,,,,,,,,,,0,0,0,0,0,0
hyperspace_hole,,,,,,,,,,,,,,,,0,0,1,1,1,1
water_shuriken,,,,,,,,,,,,,,,,0,0,0,0,0,0
mystical_fire,,,,,,,,,,,,,,,,0,0,0,0,0,0
spiky_shield,,,,,,,,,,,,,,,,0,0,0,0,0,1
aromatic_mist,,,,,,,,,,,,,,,,0,0,1,1,1,1
eerie_impulse,,,,,,,,,,,,,,,,0,0,0,0,0,0
venom_drench,,,,,,,,,,,,,,,,0,0,0,0,0,0
powder,,,,,,,,,,,,,,,,0,0,1,1,1,1
geomancy,,,,,,,,,,,,,,,,0,0,0,0,0,0
magnetic_flux,,,,,,,,,,,,,,,,0,0,1,1,1,1
happy_hour,,,,,,,,,,,,,,,,0,0,0,0,0,0
electric_terrain,,,,,,,,,,,,,,,,0,0,1,1,1,1
dazzling_gleam,,,,,,,,,,,,,,,,0,0,0,0,0,0
celebrate,,,,,,,,,,,,,,,,0,0,0,0,0,0
hold_hands,,,,,,,,,,,,,,,,0,0,0,0,0,0
baby_doll_eyes,,,,,,,,,,,,,,,,0,0,0,0,0,1
nuzzle,,,,,,,,,,,,,,,,0,0,0,0,0,0
hold_back,,,,,,,,,,,,,,,,0,0,1,1,1,1
infestation,,,,,,,,,,,,,,,,0,0,0,0,0,0
power_up_punch,,,,,,,,,,,,,,,,0,0,0,0,0,0
oblivion_wing,,,,,,,,,,,,,,,,0,0,0,0,0,0
thousand_arrows,,,,,,,,,,,,,,,,0,0,0,0,0,0
thousand_waves,,,,,,,,,,,,,,,,0,0,0,0,0,1
lands_wrath,,,,,,,,,,,,,,,,0,0,0,0,0,0
light_of_ruin,,,,,,,,,,,,,,,,0,0,0,0,0,0
origin_pulse,,,,,,,,,,,,,,,,0,0,0,0,0,0
precipice_blades,,,,,,,,,,,,,,,,0,0,0,0,0,0
dragon_ascent,,,,,,,,,,,,,,,,0,0,1,1,1,1
hyperspace_fury,,,,,,,,,,,,,,,,0,0,1,1,1,1
breakneck_blitz,,,,,,,,,,,,,,,,,,0,0,0,1
all_out_pummeling,,,,,,,,,,,,,,,,,,0,0,0,1
supersonic_skystrike,,,,,,,,,,,,,,,,,,0,0,0,1
acid_downpour,,,,,,,,,,,,,,,,,,0,0,0,1
tectonic_rage,,,,,,,,,,,,,,,,,,0,0,0,1
continental_crush,,,,,,,,,,,,,,,,,,0,0,0,1
savage_spin_out,,,,,,,,,,,,,,,,,,0,0,0,1
never_ending_nightmare,,,,,,,,,,,,,,,,,,0,0,0,1
corkscrew_crash,,,,,,,,,,,,,,,,,,0,0,0,1
inferno_overdrive,,,,,,,,,,,,,,,,,,0,0,0,1
hydro_vortex,,,,,,,,,,,,,,,,,,0,0,0,1
bloom_doom,,,,,,,,,,,,,,,,,,0,0,0,1
gigavolt_havoc,,,,,,,,,,,,,,,,,,0,0,0,1
shattered_psyche,,,,,,,,,,,,,,,,,,0,0,0,1
subzero_slammer,,,,,,,,,,,,,,,,,,0,0,0,1
devastating_drake,,,,,,,,,,,,,,,,,,0,0,0,1
black_hole_eclipse,,,,,,,,,,,,,,,,,,0,0,0,1
twinkle_tackle,,,,,,,,,,,,,,,,,,0,0,0,1
catastropika,,,,,,,,,,,,,,,,,,0,0,0,1
shore_up,,,,,,,,,,,,,,,,,,0,0,0,0
first_impression,,,,,,,,,,,,,,,,,,0,0,0,1
baneful_bunker,,,,,,,,,,,,,,,,,,0,0,0,0
spirit_shackle,,,,,,,,,,,,,,,,,,0,0,0,0
darkest_lariat,,,,,,,,,,,,,,,,,,0,0,0,0
sparkling_aria,,,,,,,,,,,,,,,,,,0,0,0,0
ice_hammer,,,,,,,,,,,,,,,,,,0,0,0,0
floral_healing,,,,,,,,,,,,,,,,,,0,0,0,0
high_horsepower,,,,,,,,,,,,,,,,,,0,0,0,0
strength_sap,,,,,,,,,,,,,,,,,,0,0,0,0
solar_blade,,,,,,,,,,,,,,,,,,0,0,0,0
leafage,,,,,,,,,,,,,,,,,,0,0,0,0
spotlight,,,,,,,,,,,,,,,,,,0,0,0,1
toxic_thread,,,,,,,,,,,,,,,,,,0,0,0,0
laser_focus,,,,,,,,,,,,,,,,,,0,0,0,0
gear_up,,,,,,,,,,,,,,,,,,0,0,0,0
throat_chop,,,,,,,,,,,,,,,,,,0,0,0,0
pollen_puff,,,,,,,,,,,,,,,,,,0,0,0,0
anchor_shot,,,,,,,,,,,,,,,,,,0,0,0,0
psychic_terrain,,,,,,,,,,,,,,,,,,0,0,0,0
lunge,,,,,,,,,,,,,,,,,,0,0,0,0
fire_lash,,,,,,,,,,,,,,,,,,0,0,0,0
power_trip,,,,,,,,,,,,,,,,,,0,0,0,0
burn_up,,,,,,,,,,,,,,,,,,0,0,0,0
speed_swap,,,,,,,,,,,,,,,,,,0,0,0,0
smart_strike,,,,,,,,,,,,,,,,,,0,0,0,0
purify,,,,,,,,,,,,,,,,,,0,0,0,0
revelation_dance,,,,,,,,,,,,,,,,,,0,0,0,0
core_enforcer,,,,,,,,,,,,,,,,,,0,0,0,0
trop_kick,,,,,,,,,,,,,,,,,,0,0,0,0
instruct,,,,,,,,,,,,,,,,,,0,0,0,0
beak_blast,,,,,,,,,,,,,,,,,,0,0,0,0
clanging_scales,,,,,,,,,,,,,,,,,,0,0,0,1
dragon_hammer,,,,,,,,,,,,,,,,,,0,0,0,0
brutal_swing,,,,,,,,,,,,,,,,,,0,0,0,0
aurora_veil,,,,,,,,,,,,,,,,,,0,0,0,0
sinister_arrow_raid,,,,,,,,,,,,,,,,,,0,0,0,1
malicious_moonsault,,,,,,,,,,,,,,,,,,0,0,0,1
oceanic_operetta,,,,,,,,,,,,,,,,,,0,0,0,1
